caida	0.5659142248676969
route	0.5285123749934355
gnutella	0.5483635117981785
residence	0.902293358815098
physicians	0.8696288333482636
jazz	0.8837844317758006
infectious	0.9514049586776859
adole	0.8273583832825289
usair	0.4645549416820135
powergrid	0.731113985158816
euroroad	0.5956873315363882
openflights	0.8275132669145403
chicago	0.4252873563218391
chess	0.81187767199313
crime	0.5689719163676853
ucirvine	0.5168749233054201
figeys	0.5213809959141029
stelzl	0.5599019865231469
vidal	0.6959566074950692
yeast	0.7596330275229358
CA-HepTh	0.9366241103529239
CA-GrQc	0.9614996422661213
CA-HepPh	0.959789081952005
CA-CondMat	0.9690669221989419
CA-AstroPh	0.9261418463959779
douban	0.6234087118717859
dnc	0.6775406618510593
hamster	0.8997854431799579
facebook	0.5861111111111111
epinions	0.6453916838730906
gplus	0.46694674092144506
brightkite	0.8382597194687104
advogato	0.7039871682377253
pretty	0.9217709359543823
